,model,price,rating,processor,graphic_card,core,display,ram,os,internal_storage
253,HP Victus 15-fa1066TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,07,990",66,13th Gen Intel Core i7 13700H,6 GB NVIDIA GeForce RTX 4050,"14 Cores (6P + 8E), 20 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
254,HP Victus 15-fb0121AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹49,900",63,5th Gen AMD Ryzen 5  5600H ,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
255,MSI Katana GF66 12UC-881IN Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹72,990",65,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 3050,"Octa Core (4P + 4E), 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
256,Gigabyte Aorus 15 BKF-73IN754SH Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,48,990",74,13th Gen Intel Core i7 13700H,8 GB NVIDIA GeForce RTX 4060,"14 Cores (6P + 8E), 20 Threads","15.6 inches, 2560 x 1440 pixels",16 GB DDR5 RAM,Windows 11  OS,1 TB SSD
257,MSI Titan GT77 HX 13VH-093IN Gaming Laptop (13th Gen Core i9/ 64GB/ 2TB SSD/ Win11 Home/ 12GB Graph),"₹3,89,990",92,13th Gen Intel Core i9 13980HX,12 GB NVIDIA GeForce RTX 4080,"24 Cores (8P + 16E), 32 Threads","17.3 inches, 3840 x 2160 pixels",64 GB DDR5 RAM,Windows 11 OS,2 TB SSD
258,Acer Predator Helios 16 NH.QJRSI.003 Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,89,990",70,13th Gen Intel Core i9 13900HX,8 GB NVIDIA GeForce RTX 4070,"24 Cores (8P + 16E), 32 Threads","16 inches, 2560 x 1600 pixels",16 GB LPDDR5 RAM,Windows 11 OS,1 TB SSD
259,Asus TUF Gaming A15 FA577RE-HN044WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),"₹84,910",72,6th Gen AMD Ryzen 7 6800H ,4 GB NVIDIA GeForce RTX 3050 Ti,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
260,Lenovo V15 G3 82TTA00VIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),"₹32,490",50,12th Gen Intel Core i3 1215U,Intel Integrated UHD,"Hexa Core (2P + 4E), 8 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
261,HP Victus 15-fb0108AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹50,990",63,5th Gen AMD Ryzen 5  5600H ,4 GB AMD Radeon RX 6500M Graphics,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
262,Asus ROG Zephyrus Duo 16 (2023) GX650PY-NM052WS Gaming Laptop ( AMD Ryzen 9 7945HX/ 32GB/ 2TB SSD/ Win11/ 16GB Graph),"₹3,49,990",90,7th Gen AMD Ryzen 9  7945HX ,16 GB NVIDIA GeForce RTX 4090,"16 Cores, 32 Threads","16 inches, 3840 x 2400 pixels",32 GB DDR5 RAM,Windows 11 OS,2 TB SSD
263,Lenovo V15 G3 82TTA01EIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),"₹33,500",43,12th Gen Intel Core i3 1215U,Intel Integrated UHD,"Hexa Core (2P + 4E), 8 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,DOS OS,512 GB SSD
264,Asus ROG Zephyrus Duo 16 (2023) GX650PZ-NM047WS Gaming Laptop ( AMD Ryzen 9 7945HX/ 32GB/ 2TB SSD/ Win11/ 12GB Graph),"₹2,99,990",90,7th Gen AMD Ryzen 9  7945HX ,12 GB NVIDIA GeForce RTX 4080,"16 Cores, 32 Threads","16 inches, 3840 x 2400 pixels",32 GB DDR5 RAM,Windows 11 OS,2 TB SSD
265,Asus ROG Strix Scar 17 2023 G733PZ-LL046WS Gaming Laptop (AMD Ryzen 9 7945HX/ 16GB/ 1TB SSD/ Win11/ 12GB Graph),"₹2,75,499",83,7th Gen AMD Ryzen 9  7945HX,12 GB NVIDIA GeForce RTX 4080,"16 Cores, 32 Threads","17.3 inches, 2560 x 1440 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
266,Acer Nitro 5 AN515-58 UN.QFHSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹71,869",66,12th Gen Intel Core i5 12500H,4 GB NVIDIA GeForce RTX 3050,"12 Cores (4P + 8E), 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
267,Asus Vivobook Pro 15 M6500QC-HN742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹70,990",68,5th Gen AMD Ryzen 7 5800H,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
268,Asus ROG Strix SCAR 16 2023 G634JZ-NM057WS Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),"₹2,84,990",79,13th Gen Intel Core i9 13980HX,12 GB NVIDIA GeForce RTX 4080,"24 Cores (8P + 16E), 32 Threads","16 inches, 2560 x 1600 pixels",32 GB DDR5 RAM,Windows 11 OS,1 TB SSD
269,MSI Sword 15 A12VE-402IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,00,990",70,12th Gen Intel Core i7 12650H,6 GB NVIDIA GeForce RTX 4050,"10 Cores (6P + 4E), 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
270,Asus Vivobook Pro 15 M6500QC-HN542WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹67,461",65,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce RTX 3050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
271,Lenovo Yoga Slim 7 ProX 82TK00AFIN Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graphics),"₹1,17,990",75,12th Gen Intel Core i7 12700H,4 GB NVIDIA GeForce RTX 3050,"14 Cores (6P + 8E), 20 Threads","14.5 inches, 3072 x 1920 pixels, Touch Screen",16 GB LPDDR5 RAM,Windows 11 OS,1 TB SSD
272,MSI Titan GT77 HX 13VI-092IN Gaming Laptop (13th Gen Core i9/ 64GB/ 4TB SSD/ Win11 Home/ 16GB Graph),"₹5,74,990",93,13th Gen Intel Core i9 13980HX,16 GB NVIDIA GeForce RTX 4090,"24 Cores (8P + 16E), 32 Threads","17.3 inches, 3840 x 2160 pixels",64 GB DDR5 RAM,Windows 11 OS,4 TB SSD
273,Lenovo IdeaPad  82K2022TIN Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹53,490",64,5th Gen AMD Ryzen 5 5600H,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
274,Lenovo Legion 5 15ACH6 82JW00QMIN Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹1,15,990",72,5th Gen AMD Ryzen 7 5800H ,4 GB NVIDIA GeForce GTX 3050,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
275,HP Victus 15-fb0106AX Gaming Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹67,151",64,5th Gen AMD Ryzen 5 5600H,4 GB NVIDIA GeForce RTX 3050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
276,HP Omen 16-n0091AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹1,03,990",65,6th Gen AMD Ryzen 7  6800H,4 GB NVIDIA GeForce RTX 3050Ti,"Octa Core, 16 Threads","16.1 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
277,Infinix Zero Book Ultra Laptop (12th Gen Core i9/ 16GB/ 512GB SSD/ Win 11 Home),"₹73,990",61,12th Gen Intel Core i9 12900H,"15.6 inches, 1920 x 1080 pixels","14 Cores (6P + 8E), 20 Threads",Windows 11 OS,16 GB LPDDR5 RAM,1 Year Warranty,512 GB SSD
278,HP Victus 15-fb0777AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹49,728",63,5th Gen AMD Ryzen 5  5600H ,4 GB AMD Radeon RX 6500M Graphics,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
279,HP Victus 16-d0311TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹58,990",68,11th Gen Intel Core i5 11400H ,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","16.1 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
280,HP Victus 16-d0310TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹52,990",65,11th Gen Intel Core i5 11400H ,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","16.1 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
281,HP Victus 16-e0333TX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹88,407",66,5th Gen AMD Ryzen 5  5600H ,6 GB NVIDIA GeForce RTX3060,"Hexa Core, 12 Threads","16.1 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
282,Infinix Zero Book Ultra Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win 11 Home),"₹81,978",68,12th Gen Intel Core i9 12900H,"15.6 inches, 1920 x 1080 pixels","14 Cores (6P + 8E), 20 Threads",Windows 11 OS,32 GB LPDDR5 RAM,1 Year Warranty,1 TB SSD
283,Lenovo Legion 5 Pro 82RG00ELIN Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,09,990",69,6th Gen AMD Ryzen 7  6800H,6 GB NVIDIA GeForce RTX 3060,"Octa Core, 16 Threads","16 inches, 2560 x 1600 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
284,Lenovo V15 82KBA03HIH Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),"₹37,500",57,11th Gen Intel Core i3 1115G4,256 GB SSD,"Dual Core, 4 Threads",Intel Integrated UHD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",1 TB Hard Disk
285,Lenovo Legion 7i 82TD009KIN Gaming Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),"₹4,13,928",91,12th Gen Intel Core i9 12900HX,16 GB NVIDIA GeForce RTX 3080 Ti,"16 Cores (8P + 8E), 24 Threads","16 inches, 2560 x 1600 pixels",32 GB DDR5 RAM,Windows 11 OS,1 TB SSD
286,MSI Katana GF66 12UC-632IN Gaming Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹74,990",65,12th Gen Intel Core i7 12700H,4 GB NVIDIA GeForce RTX 3050,"14 Cores (6P + 8E), 20 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
287,Acer Aspire 7 A715-51G UN.QGCSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹62,499",66,12th Gen Intel Core i5 1240P,4 GB NVIDIA GeForce RTX 3050,"12 Cores (4P + 8E), 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
288,Gigabyte G5 KE RC55KE Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,00,124",72,12th Gen Intel Core i5 12500H,6 GB NVIDIA GeForce RTX 3060,"12 Cores (4P + 8E), 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
289,Acer Aspire 5 A515-57 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹46,990",60,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphic,"10 Cores (2P + 8E), 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
290,Asus TUF Gaming F15 FX506LHB-HN358W Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹50,500",59,10th Gen Intel Core i5 10200H,4 GB NVIDIA GeForce GTX 1650,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11  OS,512 GB SSD
291,Dell Alienware M15 R7 Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹1,30,990",74,12th Gen Intel Core i7 12700H,6 GB NVIDIA GeForce RTX 3060,"14 Cores (6P + 8E), 20 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
292,Asus Vivobook 16X M1603QA-MB512WS Laptop (Ryzen 5-5600H/ 16GB/ 512GB SSD/ Win11 Home),"₹52,990",61,5th Gen AMD Ryzen 5 5600H,AMD Radeon Vega 7,"Hexa Core, 12 Threads","16 inches, 1200 x 1920 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
293,Lenovo Legion 5 Pro 82RF00E1IN Gaming Laptop (12th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,44,990",80,12th Gen Intel Core i7 12700H,8 GB NVIDIA GeForce RTX 3070Ti,"14 Cores (6P + 8E), 20 Threads","16 inches, 2560 x 1600 pixels",32 GB DDR5 RAM,Windows 11 OS,1 TB SSD
294,Dell G15-5520 D560895WIN9S Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹1,22,590",71,12th Gen Intel Core i7 12650H,6 GB NVIDIA GeForce RTX 3060,"10 Cores (6P + 4E), 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
295,Dell G15-5525 Gaming Laptop (Ryzen 9-6900HX/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,09,471",69,6th Gen AMD Ryzen 9 6900HX,6 GB NVIDIA GeForce RTX 3060,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
296,Dell G15-5521 D560899WIN9S Gaming Laptop (12th Gen Core i9/ 16GB/ 1TB SSD/ Win 11/ 8GB Graph),"₹1,41,990",69,12th Gen Intel Core i9 12900H,8 GB NVIDIA GEFORCE RTX 3070 Ti,"14 Cores (6P + 8E), 20 Threads","15.6 inches, 2560 x 1440 pixels",16 GB LPDDR5 RAM,Windows 11 OS,1 TB SSD
297,Dell G15-5525 D560898WIN9S Gaming Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,08,030",68,6th Gen AMD Ryzen 7  6800H,8 GB NVIDIA GeForce RTX 3070 Ti,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
298,Dell G15-5525 D560894WIN9S Gaming Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹93,831",68,6th Gen AMD Ryzen 7  6800H,6 GB NVIDIA GeForce RTX 3060,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
299,Dell G15-5521 D560897WIN9S Gaming Laptop (12th Gen Core i9/ 16GB/ 1TB SSD/ Win 11/ 6GB Graph),"₹1,16,840",65,12th Gen Intel Core i9 12900H,6 GB NVIDIA GEFORCE RTX 3060,"14 Cores (6P + 8E), 20 Threads","15.6 inches, 2560 x 1440 pixels",16 GB LPDDR5 RAM,Windows 11 OS,1 TB SSD
300,Asus TUF Gaming A15 FA506IHRZ-HN112W Laptop (AMD Ryzen 5 4600H/ 8GB / 1TB SSD/ Win11 Home / 4GB Graph),"₹58,500",60,4th Gen AMD Ryzen 5  4600H,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,1 TB SSD
301,AGB Octev VR-1818 Gaming Laptop (11th Gen Core i7/ 32GB/ 1TB SSD/ Win 10 Pro/ 2GB Graph),"₹60,000",62,11th Gen Intel Core i7 1165G7,2 GB NVIDIA Geforce MX450,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",32 GB DDR4 RAM,Windows 10 OS,1 TB SSD
302,HP Victus 15-fa0092TX Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹69,990",61,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 3050,"Octa Core (4P + 4E), 12 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
303,Lenovo Legion 5 82RB00K8IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹1,35,940",77,12th Gen Intel Core i7 12700H,6 GB NVIDIA GeForce RTX 3060,"14 Cores (6P + 8E), 20 Threads","15.6 inches, 2560 x 1600 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
304,HP Victus 15-fb0082AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹59,599",63,5th Gen AMD Ryzen 5  5600H ,4 GB NVIDIA GeForce RTX 3050,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
305,Lenovo IdeaPad Gaming 3 82S900HNIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹74,990",64,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 3050,"Octa Core (4P + 4E), 12 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
306,HP Omen 17-ck1023TX Gaming Laptop (12th Gen Core i9/ 32GB/ 2TB SSD/ Win11/ 16GB Graph),"₹2,06,999",84,12th Gen Intel Core i9 12900HX,16 GB NVIDIA GeForce RTX 3080Ti,"16 Cores (8P + 8E), 24 Threads","17.3 inches, 2560 x 1440 pixels",32 GB DDR5 RAM,Windows 11  OS,2 TB SSD
307,HP Omen 16-n0050AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹93,890",63,6th Gen AMD Ryzen 7  6800H,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","16 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
308,Acer Predator Helios 300 PH315-55s Spatial Labs Edition Gaming Laptop (12th Gen Core i9/ 32GB/ 2TB SSD/ Win11/ RTX 3080),"₹3,19,990",84,12th Gen Intel Core i9 12900H,NVIDIA GeForce RTX 3030,"14 Cores (6P + 8E), 20 Threads","15.6 inches, 3840 x 2160 pixels",32 GB DDR5 RAM,Windows 11 OS,2 TB SSD
309,Acer Nitro 5 AN515-46 Laptop (AMD Ryzen 5 6600H/ 8GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹73,039",59,6th Gen AMD Ryzen 5  6600H,4 GB NVIDIA GeForce RTX 3050,"Hexa Core, 12 Threads","15.6 inches, 2560 x 1440 pixels",8 GB DDR5 RAM,Windows 11 OS,1 TB SSD
310,HP Omen 16-n0079AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),"₹1,08,000",73,6th Gen AMD Ryzen 7  6800H,8 GB AMD Radeon RX 6650M,"Octa Core, 16 Threads","16.1 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,512 GB SSD
311,Lenovo Legion 5 Pro 82RG00EKIN Laptop (AMD Ryzen 7 6800H/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,24,990",73,6th Gen AMD Ryzen 7  6800H,8 GB NVIDIA GeForce RTX 3070 ,"Octa Core, 16 Threads","16 inches, 2560 x 1600 pixels",32 GB DDR5 RAM,Windows 11 OS,1 TB SSD
312,Lenovo IdeaPad Gaming 3 82K1019BIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹73,990",65,11th Gen Intel Core i5 11300H,4 GB NVIDIA GeForce RTX 3050,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
313,Lenovo IdeaPad Gaming 3 82SA00B2IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹95,090",70,12th Gen Intel Core i7 12700H,6 GB NVIDIA GeForce RTX 3060,"14 Cores (6P + 8E), 20 Threads","16 inches, 1920 x 1200 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
314,Lenovo Legion 5 82JU00SYIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹99,789",70,5th Gen AMD Ryzen 7  5800H,6 GB NVIDIA GeForce RTX 3060,"Octa Core, 16 Threads","16 inches, 2560 x 1600 pixels",16 GB DDR4 RAM,Windows 11 OS,1 TB SSD
315,MSI Alpha 15 B5EEK-235IN Laptop (Ryzen 7 5800H /8GB/ 512GB SSD/ Win11 Home/ 8GB Graph),"₹76,990",65,5th Gen AMD Ryzen 7  5800H,8 GB AMD Radeon RX 6600M,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
316,MSI Thin GF63 11SC-1046IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹45,090",62,11th Gen Intel Core i5 11400H,4 GB NVIDIA GeForce GTX 1650 Max-Q,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
317,Lenovo IdeaPad Gaming 3 15IHU6 82K101B6IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹49,250",63,11th Gen Intel Core i5 11320H,4 GB NVIDIA GeForce GTX 1650,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
318,MSI Vector GP76 12UGSO-868IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,79,990",74,12th Gen Intel Core i7 12700H,8 GB NVIDIA GeForce RTX 3070 Ti,"14 Cores (6P + 8E), 20 Threads","17.3 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
319,Asus ROG Strix Scar 15 G533ZXZ-LN116WS Gaming Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),"₹2,10,999",81,12th Gen Intel Core i9 12900H,16 GB NVIDIA GeForce RTX 3080 Ti,"14 Cores (6P + 8E), 20 Threads","15.6 inches, 2560 x 1440 pixels",32 GB DDR5  RAM,Windows 11 OS,1 TB SSD
320,Asus ROG Zephyrus G14 GA402RJ-L8069WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,58,999",74,6th Gen AMD Ryzen 9  6900HS​,8 GB AMD Radeon RX 6700S,"Octa Core, 16 Threads","14 inches, 2560 x 1600 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
321,Lenovo IdeaPad Gaming 3 15IAH7 82S900R6IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹89,590",66,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 3050,"Octa Core (4P + 4E), 12 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
322,Acer Nitro 5 AN515-45 Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹55,990",61,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce GTX 1650,"Hexa Core, 12 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
323,Acer Nitro 5 AN515-58 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹69,976",66,12th Gen Intel Core i5 12500H,4 GB NVIDIA GeForce RTX 3050,"12 Cores (4P + 8E), 16 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11 OS,512 GB SSD
324,Asus TUF Gaming F15 FX506LHB-HN374WS Gaming Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹52,800",54,10th Gen Intel Core i5 10300H,4 GB NVIDIA GeForce GTX 1650,"Quad Core, 8 Threads","15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,Windows 11  OS,512 GB SSD
325,Lenovo IdeaPad Gaming 3 15ACH6 82K201Y8IN Laptop (AMD Ryzen 7-5800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹72,960",63,5th Gen AMD Ryzen 7  5800H,4 GB NVIDIA GeForce RTX 3050,"Octa Core, 16 Threads","15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,Windows 11 OS,512 GB SSD
326,Asus ROG Zephyrus G15 2022 GA503RM-HQ057WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,28,400",74,6th Gen AMD Ryzen 9  6900HS​,6 GB AMD Radeon Radeon,"Octa Core, 16 Threads","15.6 inches, 2560 x 1440 pixels",16 GB DDR5 RAM,Windows 11 OS,1 TB SSD
